subject_id,fold,class_id,class_name,video_filename,window_start_ms,window_end_ms,avg_ear,blink_rate,avg_blink_duration,prolonged_blink_count,perclos,yawn_count
1,1,0,normal,0.mov,540000,600000,0.290051,18.0,124.3,0,0.038376,0
1,1,1,pre_fatigue,5.mov,0,60000,0.29617,26.0,151.5,1,0.066704,0
1,1,1,pre_fatigue,5.mov,10000,70000,0.297327,24.0,157.1,1,0.063404,0
1,1,1,pre_fatigue,5.mov,20000,80000,0.29732,22.0,162.3,1,0.060067,0
1,1,1,pre_fatigue,5.mov,30000,90000,0.294644,18.0,233.6,1,0.070634,0
1,1,1,pre_fatigue,5.mov,40000,100000,0.297799,17.0,239.4,1,0.068966,0
1,1,1,pre_fatigue,5.mov,50000,110000,0.300564,17.0,245.4,1,0.070634,0
1,1,1,pre_fatigue,5.mov,60000,120000,0.299377,17.0,247.3,1,0.070634,0
1,1,1,pre_fatigue,5.mov,70000,130000,0.29444,18.0,242.7,1,0.073415,0
1,1,1,pre_fatigue,5.mov,80000,140000,0.291991,20.0,235.2,1,0.078977,0
1,1,1,pre_fatigue,5.mov,90000,150000,0.295781,19.0,149.3,0,0.047831,0
1,1,1,pre_fatigue,5.mov,100000,160000,0.28763,17.0,155.1,0,0.043913,0
1,1,1,pre_fatigue,5.mov,110000,170000,0.28348,16.0,150.1,0,0.040044,0
1,1,1,pre_fatigue,5.mov,120000,180000,0.284982,14.0,147.7,0,0.035039,0
1,1,1,pre_fatigue,5.mov,130000,190000,0.287565,12.0,147.5,0,0.030017,0
1,1,1,pre_fatigue,5.mov,140000,200000,0.287032,8.0,154.4,0,0.021135,0
1,1,1,pre_fatigue,5.mov,150000,210000,0.286902,6.0,144.7,0,0.015017,0
1,1,1,pre_fatigue,5.mov,160000,220000,0.287308,11.0,139.5,0,0.02614,0
1,1,1,pre_fatigue,5.mov,170000,230000,0.283995,12.0,141.7,0,0.028921,0
1,1,1,pre_fatigue,5.mov,180000,240000,0.277011,17.0,151.0,0,0.042825,0
1,1,1,pre_fatigue,5.mov,190000,250000,0.270642,21.0,154.0,0,0.053393,0
1,1,1,pre_fatigue,5.mov,200000,260000,0.268556,22.0,151.6,0,0.055061,0
1,1,1,pre_fatigue,5.mov,210000,270000,0.265739,23.0,155.1,0,0.059511,0
1,1,1,pre_fatigue,5.mov,220000,280000,0.262468,22.0,165.2,0,0.060623,0
1,1,1,pre_fatigue,5.mov,230000,290000,0.265042,21.0,158.9,0,0.055617,0
1,1,1,pre_fatigue,5.mov,240000,300000,0.271351,17.0,151.2,0,0.043938,0
1,1,1,pre_fatigue,5.mov,250000,310000,0.277495,13.0,149.0,0,0.033927,0
1,1,1,pre_fatigue,5.mov,260000,320000,0.277876,12.0,147.4,0,0.031684,0
1,1,1,pre_fatigue,5.mov,270000,330000,0.277698,12.0,155.8,0,0.032814,0
1,1,1,pre_fatigue,5.mov,280000,340000,0.280143,9.0,159.6,0,0.025584,0
1,1,1,pre_fatigue,5.mov,290000,350000,0.280173,12.0,214.2,1,0.044469,0
1,1,1,pre_fatigue,5.mov,300000,360000,0.276993,13.0,225.8,1,0.049499,0
1,1,1,pre_fatigue,5.mov,310000,370000,0.272514,15.0,224.7,1,0.05673,0
1,1,1,pre_fatigue,5.mov,320000,380000,0.271756,17.0,219.8,1,0.062291,0
1,1,1,pre_fatigue,5.mov,330000,390000,0.273213,16.0,223.2,1,0.059511,0
1,1,1,pre_fatigue,5.mov,340000,400000,0.268579,24.0,205.7,1,0.082314,0
1,1,1,pre_fatigue,5.mov,350000,410000,0.267601,24.0,184.8,0,0.073971,0
1,1,1,pre_fatigue,5.mov,360000,420000,0.268046,25.0,180.1,0,0.075083,0
1,1,1,pre_fatigue,5.mov,370000,430000,0.270594,23.0,178.3,0,0.068409,0
1,1,1,pre_fatigue,5.mov,380000,440000,0.270348,25.0,174.8,0,0.072859,0
1,1,1,pre_fatigue,5.mov,390000,450000,0.271918,28.0,169.1,0,0.078933,0
1,1,1,pre_fatigue,5.mov,400000,460000,0.278498,22.0,159.3,0,0.058954,0
1,1,1,pre_fatigue,5.mov,410000,470000,0.281201,23.0,159.6,0,0.062291,0
1,1,1,pre_fatigue,5.mov,420000,480000,0.284389,22.0,156.2,0,0.058366,0
1,1,1,pre_fatigue,5.mov,430000,490000,0.28102,29.0,156.5,0,0.076752,0
1,1,1,pre_fatigue,5.mov,440000,500000,0.283549,26.0,160.4,0,0.070634,0
1,1,1,pre_fatigue,5.mov,450000,510000,0.28385,28.0,157.3,0,0.074527,0
1,1,1,pre_fatigue,5.mov,460000,520000,0.286312,27.0,159.4,0,0.072859,0
1,1,1,pre_fatigue,5.mov,470000,530000,0.288269,26.0,155.3,0,0.067853,0
1,1,1,pre_fatigue,5.mov,480000,540000,0.288012,26.0,157.8,0,0.068966,0
1,1,1,pre_fatigue,5.mov,490000,550000,0.291457,20.0,155.1,0,0.05228,0
1,1,1,pre_fatigue,5.mov,500000,560000,0.292759,21.0,146.1,0,0.051724,0
1,1,1,pre_fatigue,5.mov,510000,570000,0.293364,20.0,145.1,0,0.047831,0
1,1,1,pre_fatigue,5.mov,520000,580000,0.290268,22.0,139.5,0,0.051724,0
1,1,1,pre_fatigue,5.mov,530000,590000,0.289133,21.0,138.2,0,0.047831,0
1,1,2,drowsy,10.MOV,0,60000,0.237223,29.0,429.2,6,0.207893,0
1,1,2,drowsy,10.MOV,10000,70000,0.235388,27.0,446.2,6,0.202673,0
1,1,2,drowsy,10.MOV,20000,80000,0.235785,27.0,437.5,5,0.198218,0
1,1,2,drowsy,10.MOV,30000,90000,0.239175,22.0,464.1,4,0.171492,0
1,1,2,drowsy,10.MOV,40000,100000,0.247145,17.0,431.8,2,0.123608,0
1,1,2,drowsy,10.MOV,50000,110000,0.249868,12.0,431.0,1,0.087416,0
1,1,2,drowsy,10.MOV,60000,120000,0.248159,15.0,331.4,2,0.084076,0
1,1,2,drowsy,10.MOV,70000,130000,0.246569,19.0,345.8,3,0.109566,0
1,1,2,drowsy,10.MOV,80000,140000,0.244403,26.0,305.4,3,0.132369,0
1,1,2,drowsy,10.MOV,90000,150000,0.247589,23.0,293.0,3,0.112347,0
1,1,2,drowsy,10.MOV,100000,160000,0.247526,25.0,274.9,3,0.114508,0
1,1,2,drowsy,10.MOV,110000,170000,0.24471,28.0,274.1,3,0.12792,0
1,1,2,drowsy,10.MOV,120000,180000,0.246602,24.0,282.2,2,0.112903,0
1,1,2,drowsy,10.MOV,130000,190000,0.249443,25.0,259.0,1,0.107838,0
1,1,2,drowsy,10.MOV,140000,200000,0.248765,21.0,403.7,2,0.10901,0
1,1,2,drowsy,10.MOV,150000,210000,0.242114,22.0,403.4,2,0.147942,1
1,1,2,drowsy,10.MOV,160000,220000,0.241914,22.0,409.5,2,0.150167,1
1,1,2,drowsy,10.MOV,170000,230000,0.245419,23.0,396.0,2,0.151835,1
1,1,2,drowsy,10.MOV,180000,240000,0.245223,27.0,362.0,2,0.161846,1
1,1,2,drowsy,10.MOV,190000,250000,0.247689,24.0,371.1,2,0.148498,1
1,1,2,drowsy,10.MOV,200000,260000,0.250339,23.0,262.5,1,0.132925,1
1,1,2,drowsy,10.MOV,210000,270000,0.255609,24.0,261.4,1,0.104561,1
1,1,2,drowsy,10.MOV,220000,280000,0.260051,26.0,243.8,1,0.105673,1
1,1,2,drowsy,10.MOV,230000,290000,0.261414,25.0,234.8,1,0.097887,1
1,1,2,drowsy,10.MOV,240000,300000,0.264398,26.0,193.7,0,0.085095,1
1,1,2,drowsy,10.MOV,250000,310000,0.26547,26.0,191.2,0,0.08287,1
1,1,2,drowsy,10.MOV,260000,320000,0.267998,29.0,176.0,0,0.085047,1
1,1,2,drowsy,10.MOV,270000,330000,0.269486,29.0,169.1,0,0.081758,1
1,1,2,drowsy,10.MOV,280000,340000,0.269362,26.0,169.4,0,0.073415,1
1,1,2,drowsy,10.MOV,290000,350000,0.27224,23.0,172.7,0,0.066148,1
1,1,2,drowsy,10.MOV,300000,360000,0.274338,20.0,165.3,0,0.055617,1
1,1,2,drowsy,10.MOV,310000,370000,0.273456,18.0,157.7,0,0.048387,1
1,1,2,drowsy,10.MOV,320000,380000,0.273503,15.0,166.9,0,0.041713,1
1,1,2,drowsy,10.MOV,330000,390000,0.271554,17.0,184.6,0,0.053393,1
1,1,2,drowsy,10.MOV,340000,400000,0.26947,19.0,193.3,0,0.062291,1
1,1,2,drowsy,10.MOV,350000,410000,0.266272,21.0,198.6,0,0.070634,1
1,1,2,drowsy,10.MOV,360000,420000,0.264133,23.0,204.5,0,0.078977,1
1,1,2,drowsy,10.MOV,370000,430000,0.266281,23.0,208.9,0,0.080089,1
1,1,2,drowsy,10.MOV,380000,440000,0.266422,22.0,209.2,0,0.077864,1
1,1,2,drowsy,10.MOV,390000,450000,0.272668,18.0,200.1,0,0.060067,1
1,1,2,drowsy,10.MOV,400000,460000,0.276795,13.0,197.5,0,0.042825,1
1,1,2,drowsy,10.MOV,410000,470000,0.27955,12.0,175.0,0,0.035039,1
1,1,2,drowsy,10.MOV,420000,480000,0.28477,6.0,166.5,0,0.016676,1
1,1,2,drowsy,10.MOV,430000,490000,0.285604,8.0,162.2,0,0.021691,1
1,1,2,drowsy,10.MOV,440000,500000,0.28263,11.0,157.4,0,0.028921,1
1,1,2,drowsy,10.MOV,450000,510000,0.277832,11.0,160.5,0,0.029461,0
1,1,2,drowsy,10.MOV,460000,520000,0.272735,14.0,171.3,0,0.040044,0
1,1,2,drowsy,10.MOV,470000,530000,0.271308,14.0,176.1,0,0.041157,0
1,1,2,drowsy,10.MOV,480000,540000,0.268439,15.0,182.1,0,0.045606,0
1,1,2,drowsy,10.MOV,490000,550000,0.263525,13.0,181.9,0,0.039488,0
1,1,2,drowsy,10.MOV,500000,560000,0.261061,11.0,242.5,0,0.044494,0
1,1,2,drowsy,10.MOV,510000,570000,0.254949,20.0,261.9,1,0.087319,0
1,1,2,drowsy,10.MOV,520000,580000,0.25675,21.0,249.5,1,0.087319,0
1,1,2,drowsy,10.MOV,530000,590000,0.254052,22.0,239.7,1,0.087875,0
1,1,2,drowsy,10.MOV,540000,600000,0.252302,21.0,238.5,1,0.083426,0
2,1,0,normal,0.mov,0,60000,0.279155,10.0,166.8,0,0.027793,0
2,1,0,normal,0.mov,10000,70000,0.277364,8.0,162.6,0,0.021691,0
2,1,0,normal,0.mov,20000,80000,0.277281,7.0,166.7,0,0.019466,0
2,1,0,normal,0.mov,30000,90000,0.280093,7.0,161.9,0,0.01891,0
2,1,0,normal,0.mov,40000,100000,0.280356,6.0,138.7,0,0.013904,0
2,1,0,normal,0.mov,50000,110000,0.278457,6.0,138.7,0,0.013904,0
2,1,0,normal,0.mov,60000,120000,0.277847,5.0,140.0,0,0.01168,0
2,1,0,normal,0.mov,70000,130000,0.279176,7.0,147.6,0,0.017241,0
2,1,0,normal,0.mov,80000,140000,0.278581,6.0,155.5,0,0.015573,0
2,1,0,normal,0.mov,90000,150000,0.277928,5.0,160.0,0,0.013348,0
2,1,0,normal,0.mov,100000,160000,0.278723,5.0,160.2,0,0.013341,0
2,1,0,normal,0.mov,110000,170000,0.279462,6.0,161.3,0,0.016129,0
2,1,0,normal,0.mov,120000,180000,0.28104,6.0,161.2,0,0.016129,0
2,1,0,normal,0.mov,130000,190000,0.282636,4.0,158.5,0,0.010561,0
2,1,0,normal,0.mov,140000,200000,0.286215,4.0,150.2,0,0.010011,0
2,1,0,normal,0.mov,150000,210000,0.287338,4.0,150.2,0,0.010011,0
2,1,0,normal,0.mov,160000,220000,0.286945,4.0,175.0,0,0.01168,0
2,1,0,normal,0.mov,170000,230000,0.286029,4.0,183.2,0,0.012236,0
2,1,0,normal,0.mov,180000,240000,0.285379,4.0,216.8,0,0.014461,0
2,1,0,normal,0.mov,190000,250000,0.282105,5.0,213.4,0,0.017798,0
2,1,0,normal,0.mov,200000,260000,0.27686,5.0,220.0,0,0.018354,0
2,1,0,normal,0.mov,210000,270000,0.272398,7.0,204.9,0,0.023915,0
2,1,0,normal,0.mov,220000,280000,0.26915,6.0,200.2,0,0.020022,0
2,1,0,normal,0.mov,230000,290000,0.266404,6.0,205.7,0,0.020578,0
2,1,0,normal,0.mov,240000,300000,0.265503,7.0,204.9,0,0.023915,0
2,1,0,normal,0.mov,250000,310000,0.265995,7.0,204.9,0,0.023915,0
2,1,0,normal,0.mov,260000,320000,0.266805,6.0,211.2,0,0.021123,0
2,1,0,normal,0.mov,270000,330000,0.269169,5.0,226.6,0,0.01891,0
2,1,0,normal,0.mov,280000,340000,0.271949,6.0,211.2,0,0.021135,0
2,1,0,normal,0.mov,290000,350000,0.273308,6.0,189.0,0,0.018899,0
2,1,0,normal,0.mov,300000,360000,0.274506,5.0,166.8,0,0.013904,0
2,1,0,normal,0.mov,310000,370000,0.274438,4.0,158.5,0,0.010567,0
2,1,0,normal,0.mov,320000,380000,0.272906,5.0,187.0,0,0.015573,0
2,1,0,normal,0.mov,330000,390000,0.275377,4.0,183.8,0,0.012236,0
2,1,0,normal,0.mov,340000,400000,0.27546,3.0,200.3,0,0.010011,0
2,1,0,normal,0.mov,350000,410000,0.276016,4.0,242.0,0,0.016129,0
2,1,0,normal,0.mov,360000,420000,0.275409,3.0,256.0,0,0.012792,0
2,1,0,normal,0.mov,370000,430000,0.276772,4.0,217.0,0,0.014461,0
2,1,0,normal,0.mov,380000,440000,0.275394,6.0,227.8,0,0.022803,0
2,1,0,normal,0.mov,390000,450000,0.273344,6.0,227.8,0,0.02279,0
2,1,0,normal,0.mov,400000,460000,0.2715,8.0,258.4,0,0.034483,0
2,1,0,normal,0.mov,410000,470000,0.271317,7.0,252.4,0,0.029477,0
2,1,0,normal,0.mov,420000,480000,0.270144,7.0,252.4,0,0.029461,0
2,1,0,normal,0.mov,430000,490000,0.267958,8.0,275.1,0,0.036707,0
2,1,0,normal,0.mov,440000,500000,0.274486,6.0,244.7,0,0.024472,0
2,1,0,normal,0.mov,450000,510000,0.273081,10.0,203.5,0,0.033927,0
2,1,0,normal,0.mov,460000,520000,0.274501,9.0,170.6,0,0.025584,0
2,1,0,normal,0.mov,470000,530000,0.278742,12.0,166.8,0,0.03337,0
2,1,0,normal,0.mov,480000,540000,0.283616,13.0,161.6,0,0.035039,0
2,1,0,normal,0.mov,490000,550000,0.282477,16.0,133.4,0,0.035595,0
2,1,0,normal,0.mov,500000,560000,0.283464,16.0,133.4,0,0.035595,0
2,1,0,normal,0.mov,510000,570000,0.287155,12.0,130.6,0,0.02614,0
2,1,0,normal,0.mov,520000,580000,0.292006,11.0,124.3,0,0.022803,0
2,1,0,normal,0.mov,530000,590000,0.291181,8.0,108.4,0,0.014461,0
2,1,0,normal,0.mov,540000,600000,0.28871,8.0,116.8,0,0.015573,0
2,1,1,pre_fatigue,5.MOV,0,60000,0.239481,13.0,351.5,1,0.076153,0
2,1,1,pre_fatigue,5.MOV,10000,70000,0.239984,12.0,258.6,0,0.051724,0
2,1,1,pre_fatigue,5.MOV,20000,80000,0.242141,11.0,254.7,0,0.046719,0
2,1,1,pre_fatigue,5.MOV,30000,90000,0.24288,11.0,257.7,0,0.047275,0
2,1,1,pre_fatigue,5.MOV,40000,100000,0.242191,12.0,263.9,0,0.052836,0
2,1,1,pre_fatigue,5.MOV,50000,110000,0.243855,10.0,273.5,0,0.045606,0
2,1,1,pre_fatigue,5.MOV,60000,120000,0.244387,10.0,290.2,0,0.048387,0
2,1,1,pre_fatigue,5.MOV,70000,130000,0.245992,10.0,306.7,0,0.051168,0
2,1,1,pre_fatigue,5.MOV,80000,140000,0.245391,10.0,320.1,0,0.053393,0
2,1,1,pre_fatigue,5.MOV,90000,150000,0.244577,10.0,333.5,0,0.055617,0
2,1,1,pre_fatigue,5.MOV,100000,160000,0.243081,11.0,333.7,0,0.061145,0
2,1,1,pre_fatigue,5.MOV,110000,170000,0.241877,11.0,330.7,0,0.060623,0
2,1,1,pre_fatigue,5.MOV,120000,180000,0.240719,11.0,315.5,0,0.057842,0
2,1,1,pre_fatigue,5.MOV,130000,190000,0.24137,9.0,307.9,0,0.046137,0
2,1,1,pre_fatigue,5.MOV,140000,200000,0.241079,9.0,300.4,0,0.04505,0
2,1,1,pre_fatigue,5.MOV,150000,210000,0.242741,7.0,290.9,0,0.033927,0
2,1,1,pre_fatigue,5.MOV,160000,220000,0.243659,5.0,280.2,0,0.023359,0
2,1,1,pre_fatigue,5.MOV,170000,230000,0.242667,6.0,289.0,0,0.028921,0
2,1,1,pre_fatigue,5.MOV,180000,240000,0.241284,7.0,281.1,0,0.032814,0
2,1,1,pre_fatigue,5.MOV,190000,250000,0.239978,7.0,281.1,0,0.032814,0
2,1,1,pre_fatigue,5.MOV,200000,260000,0.237788,9.0,307.8,1,0.046162,0
2,1,1,pre_fatigue,5.MOV,210000,270000,0.236288,9.0,315.2,1,0.047275,0
2,1,1,pre_fatigue,5.MOV,220000,280000,0.234041,11.0,327.7,1,0.060067,0
2,1,1,pre_fatigue,5.MOV,230000,290000,0.2346,9.0,337.6,1,0.050612,0
2,1,1,pre_fatigue,5.MOV,240000,300000,0.23553,8.0,342.1,1,0.045606,0
2,1,1,pre_fatigue,5.MOV,250000,310000,0.233575,11.0,333.6,1,0.061179,0
2,1,1,pre_fatigue,5.MOV,260000,320000,0.235412,8.0,316.9,0,0.042246,0
2,1,1,pre_fatigue,5.MOV,270000,330000,0.235634,9.0,304.0,0,0.045606,0
2,1,1,pre_fatigue,5.MOV,280000,340000,0.237197,8.0,291.8,0,0.038932,0
2,1,1,pre_fatigue,5.MOV,290000,350000,0.235614,12.0,302.9,0,0.060589,0
2,1,1,pre_fatigue,5.MOV,300000,360000,0.23536,13.0,302.7,0,0.065628,0
2,1,1,pre_fatigue,5.MOV,310000,370000,0.237026,11.0,300.2,0,0.055061,0
2,1,1,pre_fatigue,5.MOV,320000,380000,0.23728,12.0,294.7,0,0.058954,0
2,1,1,pre_fatigue,5.MOV,330000,390000,0.237572,12.0,289.0,0,0.057842,0
2,1,1,pre_fatigue,5.MOV,340000,400000,0.237476,13.0,323.2,1,0.070078,0
2,1,1,pre_fatigue,5.MOV,350000,410000,0.237404,11.0,333.5,1,0.061179,0
2,1,1,pre_fatigue,5.MOV,360000,420000,0.236522,10.0,343.6,1,0.057286,0
2,1,1,pre_fatigue,5.MOV,370000,430000,0.234695,11.0,336.7,1,0.061735,0
2,1,1,pre_fatigue,5.MOV,380000,440000,0.232622,12.0,336.5,1,0.067297,0
2,1,1,pre_fatigue,5.MOV,390000,450000,0.230551,13.0,344.0,1,0.074527,0
2,1,1,pre_fatigue,5.MOV,400000,460000,0.231419,11.0,306.5,0,0.056174,0
2,1,1,pre_fatigue,5.MOV,410000,470000,0.232836,9.0,289.2,0,0.043382,0
2,1,1,pre_fatigue,5.MOV,420000,480000,0.232816,9.0,304.0,0,0.045581,0
2,1,1,pre_fatigue,5.MOV,430000,490000,0.23532,10.0,266.9,0,0.044494,0
2,1,1,pre_fatigue,5.MOV,440000,500000,0.235828,10.0,283.6,0,0.047275,0
2,1,1,pre_fatigue,5.MOV,450000,510000,0.237862,9.0,263.3,0,0.039466,0
2,1,1,pre_fatigue,5.MOV,460000,520000,0.237367,9.0,263.4,0,0.039488,0
2,1,1,pre_fatigue,5.MOV,470000,530000,0.237137,10.0,263.8,0,0.043938,0
2,1,1,pre_fatigue,5.MOV,480000,540000,0.238639,9.0,248.7,0,0.037264,0
2,1,1,pre_fatigue,5.MOV,490000,550000,0.236597,8.0,283.8,0,0.03782,0
2,1,1,pre_fatigue,5.MOV,500000,560000,0.237732,6.0,255.8,0,0.025584,0
2,1,1,pre_fatigue,5.MOV,510000,570000,0.235032,9.0,322.4,1,0.040601,0
2,1,1,pre_fatigue,5.MOV,520000,580000,0.234902,9.0,326.1,1,0.048943,0
2,1,1,pre_fatigue,5.MOV,530000,590000,0.235138,10.0,333.5,1,0.055617,0
2,1,1,pre_fatigue,5.MOV,540000,600000,0.23298,12.0,339.1,1,0.067853,0
2,1,2,drowsy,10.MOV,0,60000,0.268442,18.0,272.4,3,0.081712,0
2,1,2,drowsy,10.MOV,10000,70000,0.270389,15.0,226.9,1,0.05673,0
2,1,2,drowsy,10.MOV,20000,80000,0.272789,12.0,227.9,1,0.045606,0
2,1,2,drowsy,10.MOV,30000,90000,0.274792,10.0,200.1,0,0.03337,0
2,1,2,drowsy,10.MOV,40000,100000,0.274623,9.0,211.2,0,0.031702,0
2,1,2,drowsy,10.MOV,50000,110000,0.274523,9.0,203.8,0,0.03059,0
2,1,2,drowsy,10.MOV,60000,120000,0.277614,7.0,181.1,0,0.021135,0
2,1,2,drowsy,10.MOV,70000,130000,0.279632,5.0,167.0,0,0.013904,0
2,1,2,drowsy,10.MOV,80000,140000,0.27981,5.0,160.4,0,0.013348,0
2,1,2,drowsy,10.MOV,90000,150000,0.281306,6.0,156.0,0,0.016129,0
2,1,2,drowsy,10.MOV,100000,160000,0.280995,7.0,171.7,0,0.020567,0
2,1,2,drowsy,10.MOV,110000,170000,0.280229,6.0,178.2,0,0.018354,0
2,1,2,drowsy,10.MOV,120000,180000,0.278206,7.0,195.4,0,0.023359,0
2,1,2,drowsy,10.MOV,130000,190000,0.277039,10.0,240.2,1,0.040578,0
2,1,2,drowsy,10.MOV,140000,200000,0.278169,11.0,233.5,1,0.043382,0
2,1,2,drowsy,10.MOV,150000,210000,0.275414,11.0,245.5,1,0.04505,0
2,1,2,drowsy,10.MOV,160000,220000,0.274746,10.0,256.9,1,0.042825,0
2,1,2,drowsy,10.MOV,170000,230000,0.273283,12.0,258.5,1,0.051724,0
2,1,2,drowsy,10.MOV,180000,240000,0.275258,11.0,257.8,1,0.047275,0
2,1,2,drowsy,10.MOV,190000,250000,0.27666,9.0,226.2,0,0.033927,0
2,1,2,drowsy,10.MOV,200000,260000,0.269692,11.0,257.9,0,0.047275,0
2,1,2,drowsy,10.MOV,210000,270000,0.270412,10.0,273.6,0,0.045606,0
2,1,2,drowsy,10.MOV,220000,280000,0.271568,10.0,263.5,0,0.043938,0
2,1,2,drowsy,10.MOV,230000,290000,0.271863,10.0,253.5,0,0.042269,0
2,1,2,drowsy,10.MOV,240000,300000,0.273129,9.0,255.7,0,0.038376,0
2,1,2,drowsy,10.MOV,250000,310000,0.272969,10.0,250.1,0,0.041713,0
2,1,2,drowsy,10.MOV,260000,320000,0.27946,6.0,233.3,0,0.023346,0
2,1,2,drowsy,10.MOV,270000,330000,0.279239,6.0,211.3,0,0.021135,0
2,1,2,drowsy,10.MOV,280000,340000,0.275249,8.0,225.2,0,0.03059,0
2,1,2,drowsy,10.MOV,290000,350000,0.277269,6.0,228.2,0,0.023346,0
2,1,2,drowsy,10.MOV,300000,360000,0.273014,8.0,221.4,0,0.030033,0
2,1,2,drowsy,10.MOV,310000,370000,0.270013,8.0,254.8,0,0.034483,0
2,1,2,drowsy,10.MOV,320000,380000,0.269025,9.0,248.7,0,0.038376,0
2,1,2,drowsy,10.MOV,330000,390000,0.268384,8.0,254.6,0,0.035039,0
2,1,2,drowsy,10.MOV,340000,400000,0.26733,8.0,263.0,0,0.035595,0
